,qn,err_type,err_value,prob,err
559,Q16,I,1.1102230200000001e-16,1,2
560,Q16,I,3.33066907e-16,1,2
561,Q16,I,1.1102230200000001e-16,1,2
562,Q16,I,0.00689568,1,2
563,Q16,I,1.19904087e-14,1,2
564,Q16,I,2.22044605e-16,1,2
565,Q16,I,0.4236995,1,2
566,Q16,I,0.0788023,1,2
567,Q16,I,0.12656044,1,2
568,Q16,I,5.551115120000001e-17,1,2
569,Q16,I,0.27836162,1,2
570,Q16,I,1.1102230200000001e-16,1,2
571,Q16,I,0.00664537,1,2
572,Q16,I,0.0,1,2
573,Q16,I,2.22044605e-16,1,2
574,Q16,I,1.7763568399999997e-15,1,2
575,Q16,I,0.27980608,1,2
576,Q16,I,4.440892099999999e-16,1,2
577,Q16,I,0.00729345,1,2
578,Q16,I,0.0,1,2
579,Q16,I,2.5535129600000002e-15,1,2
580,Q16,I,1.1102230200000001e-16,1,2
581,Q16,I,2.22044605e-16,1,2
754,Q16,mean80,0.23333333,1,3
755,Q16,mean80,0.31666667,1,3
756,Q16,mean80,0.08333333,1,3
757,Q16,mean80,0.18666667,1,3
758,Q16,mean80,0.27333333,1,3
759,Q16,mean80,0.08666667,1,3
760,Q16,mean80,0.15,1,3
761,Q16,mean80,0.2,1,3
762,Q16,mean80,0.05,1,3
763,Q16,mean80,0.03333333,1,3
764,Q16,mean80,0.06666667,1,3
765,Q16,mean80,0.03333333,1,3
766,Q16,mean80,0.16333333,1,3
767,Q16,mean80,0.12666667,1,3
768,Q16,mean80,0.03666667,1,3
769,Q16,mean80,0.08666667,1,3
770,Q16,mean80,0.09333333,1,3
771,Q16,mean80,0.00666667,1,3
772,Q16,mean80,0.13333333,1,3
773,Q16,mean80,0.03333333,1,3
774,Q16,mean80,0.16666667,1,3
775,Q16,mean80,0.32666667,1,3
776,Q16,mean80,0.07666667,1,3
777,Q16,mean80,0.40333333,1,3
778,Q16,mean80,0.14333333,1,3
779,Q16,mean80,0.03666667,1,3
780,Q16,mean80,0.10666667,1,3
781,Q16,mean80,0.0,1,3
782,Q16,mean80,0.0,1,3
783,Q16,mean80,0.0,1,3
956,Q16,uniform,0.15,1,4
957,Q16,uniform,0.4,1,4
958,Q16,uniform,0.0,1,4
959,Q16,uniform,0.3,1,4
960,Q16,uniform,0.16,1,4
961,Q16,uniform,0.2,1,4
962,Q16,uniform,0.25,1,4
963,Q16,uniform,0.1,1,4
964,Q16,uniform,0.15,1,4
965,Q16,uniform,0.1,1,4
966,Q16,uniform,0.0,1,4
967,Q16,uniform,0.1,1,4
968,Q16,uniform,0.2,1,4
969,Q16,uniform,0.49,1,4
970,Q16,uniform,0.4,1,4
971,Q16,uniform,0.48,1,4
972,Q16,uniform,0.3,1,4
973,Q16,uniform,0.4,1,4
974,Q16,uniform,0.1,1,4
975,Q16,uniform,0.0,1,4
976,Q16,uniform,0.2,1,4
977,Q16,uniform,0.25,1,4
978,Q16,uniform,0.0,1,4
979,Q16,uniform,0.48,1,4
980,Q16,uniform,0.0,1,4
981,Q16,uniform,0.18,1,4
982,Q16,uniform,0.25,1,4
983,Q16,uniform,0.1,1,4
984,Q16,uniform,0.1,1,4
985,Q16,uniform,0.1,1,4
