,qn,err_type,err_value,prob,err
1166,Q16,p_ab_err_i,0.34783649,0,6
1167,Q16,p_ab_err_i,0.6259723,0,6
1168,Q16,p_ab_err_i,0.13894475,0,6
1169,Q16,p_ab_err_i,0.41424541,0,6
1170,Q16,p_ab_err_i,0.66570307,0,6
1171,Q16,p_ab_err_i,0.79900162,0,6
1172,Q16,p_ab_err_i,0.8483550999999999,0,6
1173,Q16,p_ab_err_i,0.13462981,0,6
1174,Q16,p_ab_err_i,0.02974721,0,6
1175,Q16,p_ab_err_i,0.05388078,0,6
1176,Q16,p_ab_err_i,0.06627986,0,6
1177,Q16,p_ab_err_i,0.303139,0,6
1178,Q16,p_ab_err_i,0.10902268,0,6
1179,Q16,p_ab_err_i,0.57454687,0,6
1180,Q16,p_ab_err_i,0.26518686,0,6
1181,Q16,p_ab_err_i,0.40836897,0,6
1182,Q16,p_ab_err_i,0.41726422,0,6
1183,Q16,p_ab_err_i,0.1362531,0,6
1184,Q16,p_ab_err_i,0.45992228,0,6
1185,Q16,p_ab_err_i,0.42909354,0,6
1186,Q16,p_ab_err_i,0.33278829,0,6
1187,Q16,p_ab_err_i,0.54297055,0,6
1259,Q16,p_ab_err_real_m80,0.33333333,0,7
1260,Q16,p_ab_err_real_m80,0.31666667,0,7
1261,Q16,p_ab_err_real_m80,0.53333333,0,7
1262,Q16,p_ab_err_real_m80,0.23666667,0,7
1263,Q16,p_ab_err_real_m80,0.29333333,0,7
1264,Q16,p_ab_err_real_m80,0.01333333,0,7
1265,Q16,p_ab_err_real_m80,0.15,0,7
1266,Q16,p_ab_err_real_m80,0.1,0,7
1267,Q16,p_ab_err_real_m80,0.25,0,7
1268,Q16,p_ab_err_real_m80,0.13333333,0,7
1269,Q16,p_ab_err_real_m80,0.13333333,0,7
1270,Q16,p_ab_err_real_m80,0.03333333,0,7
1271,Q16,p_ab_err_real_m80,0.11333333,0,7
1272,Q16,p_ab_err_real_m80,0.13666667,0,7
1273,Q16,p_ab_err_real_m80,0.03666667,0,7
1274,Q16,p_ab_err_real_m80,0.03333333,0,7
1275,Q16,p_ab_err_real_m80,0.19333333,0,7
1276,Q16,p_ab_err_real_m80,0.09333333,0,7
1277,Q16,p_ab_err_real_m80,0.03333333,0,7
1278,Q16,p_ab_err_real_m80,0.03333333,0,7
1279,Q16,p_ab_err_real_m80,0.21666667,0,7
1280,Q16,p_ab_err_real_m80,0.32666667,0,7
1281,Q16,p_ab_err_real_m80,0.07666667,0,7
1282,Q16,p_ab_err_real_m80,0.07666667,0,7
1283,Q16,p_ab_err_real_m80,0.14333333,0,7
1284,Q16,p_ab_err_real_m80,0.20666667,0,7
1285,Q16,p_ab_err_real_m80,0.14333333,0,7
1286,Q16,p_ab_err_real_m80,0.1,0,7
1287,Q16,p_ab_err_real_m80,0.1,0,7
1288,Q16,p_ab_err_real_m80,0.0,0,7
1360,Q16,p_ab_err_real_uni,0.25,0,8
1361,Q16,p_ab_err_real_uni,0.4,0,8
1362,Q16,p_ab_err_real_uni,0.45,0,8
1363,Q16,p_ab_err_real_uni,0.35,0,8
1364,Q16,p_ab_err_real_uni,0.18,0,8
1365,Q16,p_ab_err_real_uni,0.1,0,8
1366,Q16,p_ab_err_real_uni,0.25,0,8
1367,Q16,p_ab_err_real_uni,0.0,0,8
1368,Q16,p_ab_err_real_uni,0.35,0,8
1369,Q16,p_ab_err_real_uni,0.2,0,8
1370,Q16,p_ab_err_real_uni,0.2,0,8
1371,Q16,p_ab_err_real_uni,0.1,0,8
1372,Q16,p_ab_err_real_uni,0.25,0,8
1373,Q16,p_ab_err_real_uni,0.5,0,8
1374,Q16,p_ab_err_real_uni,0.4,0,8
1375,Q16,p_ab_err_real_uni,0.36,0,8
1376,Q16,p_ab_err_real_uni,0.2,0,8
1377,Q16,p_ab_err_real_uni,0.3,0,8
1378,Q16,p_ab_err_real_uni,0.0,0,8
1379,Q16,p_ab_err_real_uni,0.0,0,8
1380,Q16,p_ab_err_real_uni,0.25,0,8
1381,Q16,p_ab_err_real_uni,0.25,0,8
1382,Q16,p_ab_err_real_uni,0.0,0,8
1383,Q16,p_ab_err_real_uni,0.0,0,8
1384,Q16,p_ab_err_real_uni,0.0,0,8
1385,Q16,p_ab_err_real_uni,0.35,0,8
1386,Q16,p_ab_err_real_uni,0.0,0,8
1387,Q16,p_ab_err_real_uni,0.2,0,8
1388,Q16,p_ab_err_real_uni,0.0,0,8
1389,Q16,p_ab_err_real_uni,0.1,0,8
