,qn,err_type,err_value,prob,err
1294,Q18,p_ab_err_real_m80,0.45,0,7
1295,Q18,p_ab_err_real_m80,0.23333333,0,7
1296,Q18,p_ab_err_real_m80,0.03333333,0,7
1297,Q18,p_ab_err_real_m80,0.36666667,0,7
1298,Q18,p_ab_err_real_m80,0.51666667,0,7
1299,Q18,p_ab_err_real_m80,0.16666667,0,7
1300,Q18,p_ab_err_real_m80,0.36666667,0,7
1301,Q18,p_ab_err_real_m80,0.13,0,7
1302,Q18,p_ab_err_real_m80,0.02,0,7
1303,Q18,p_ab_err_real_m80,0.175,0,7
1304,Q18,p_ab_err_real_m80,0.525,0,7
1305,Q18,p_ab_err_real_m80,0.5,0,7
1306,Q18,p_ab_err_real_m80,0.05,0,7
1307,Q18,p_ab_err_real_m80,0.05,0,7
1308,Q18,p_ab_err_real_m80,0.2,0,7
1309,Q18,p_ab_err_real_m80,0.33,0,7
1310,Q18,p_ab_err_real_m80,0.22,0,7
1311,Q18,p_ab_err_real_m80,0.05,0,7
1312,Q18,p_ab_err_real_m80,0.1,0,7
1390,Q18,p_ab_err_real_uni,0.27,0,8
1391,Q18,p_ab_err_real_uni,0.3,0,8
1392,Q18,p_ab_err_real_uni,0.15,0,8
1393,Q18,p_ab_err_real_uni,0.35,0,8
1394,Q18,p_ab_err_real_uni,0.45,0,8
1395,Q18,p_ab_err_real_uni,0.2,0,8
1396,Q18,p_ab_err_real_uni,0.5,0,8
1397,Q18,p_ab_err_real_uni,0.3,0,8
1398,Q18,p_ab_err_real_uni,0.1,0,8
1399,Q18,p_ab_err_real_uni,0.1,0,8
1400,Q18,p_ab_err_real_uni,0.25,0,8
1401,Q18,p_ab_err_real_uni,0.05,0,8
1402,Q18,p_ab_err_real_uni,0.25,0,8
1403,Q18,p_ab_err_real_uni,0.36,0,8
1404,Q18,p_ab_err_real_uni,0.45,0,8
1405,Q18,p_ab_err_real_uni,0.25,0,8
1406,Q18,p_ab_err_real_uni,0.2,0,8
1407,Q18,p_ab_err_real_uni,0.25,0,8
1408,Q18,p_ab_err_real_uni,0.25,0,8
1409,Q18,p_ab_err_real_uni,0.0,0,8
1410,Q18,p_ab_err_real_uni,0.49,0,8
1411,Q18,p_ab_err_real_uni,0.38,0,8
1412,Q18,p_ab_err_real_uni,0.45,0,8
1413,Q18,p_ab_err_real_uni,0.3,0,8
